facility_id,facility_name,primary_sector,state,scope1,scope2_estimated,scope3_estimated,ipcc_bucket,confidence,scope2_3_methodology_note
1001562,NESTLE USA INC,Other,NJ,27991.044,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001588,"REYNOLDS FOIL, INC.",Metals,AR,43417.736,5948,43548,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001589,Cana Gas Plant,Petroleum and Natural Gas Systems,OK,207285.244,8291,60113,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001595,Kapaa and Kalaheo Sanitary Landfills,Waste,HI,1472.5,202,1477,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001598,Shawnee,Power Plants,KY,5828807.123,233152,1690354,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001620,US Steel - Midwest Plant,Metals,IN,110193.036,15096,110524,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001621,US STEEL - Minntac,Metals,MN,1305689.084,178879,1309606,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001627,CUMBERLAND COUNTY ANN STREET LANDFILL,Waste,NC,75195.5,10302,75421,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001628,LISBURNE PRODUCTION CENTER,Petroleum and Natural Gas Systems,AK,712809.204,28512,206715,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001634,OKLAHOMA STATE UNIVERSITY,Other,OK,25094.956,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001649,CENTRAL COMPRESSOR PLANT,Petroleum and Natural Gas Systems,AK,2918099.212,116724,846249,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001650,CENTRAL GAS FACILITY,Petroleum and Natural Gas Systems,AK,2076855.438,83074,602288,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001651,CENTRAL POWER STATION,Petroleum and Natural Gas Systems,AK,809717.412,32389,234818,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001652,TGP Station 241 Lafayette,Petroleum and Natural Gas Systems,NY,41487.754,1660,12031,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001656,"SNG Station 5222 Enterprise, MS",Petroleum and Natural Gas Systems,MS,92963.492,3719,26959,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001662,TYLER PIPE COMPANY,Metals,TX,64144.056,8788,64336,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001663,MORTON SALT,Other,MI,94768.268,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001664,McWane Ductile - Ohio,Metals,OH,77169.49,10572,77401,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001668,Lantana Landfill (Park Ridge Golf Course),Waste,FL,19279.5,2641,19337,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001672,ELLWOOD MILL PRODUCTS,Other,PA,39678.252,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001675,TATE & LYLE SAGAMORE,Other,IN,124457.26,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001677,KAAPA ETHANOL LLC,Other,NE,73391.124,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001678,ICM Biofuels LLC,Other,MO,73283.024,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001684,Francisco Underground Mine,Other,IN,195940.45,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001701,MONARCH CEMENT COMPANY (THE),Minerals,KS,939681.096,128736,942500,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001703,TYSON FRESH MEATS INC,Other,IA,73267.566,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001704,Occidental Chemical Corporation,Chemicals,KS,106678.148,14615,106998,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001705,OCCIDENTAL CHEMICAL CORPORATION INGLESIDE PLANT,Chemicals,TX,1803754.27,247114,1809166,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001709,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,Power Plants,LA,2557973.872,102319,741812,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001710,"Oxy Vinyls, LP- Pasadena Facility",Other,TX,115123.516,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001713,OXY VINYLS LP - LA PORTE VCM PLANT,Chemicals,TX,1231290.848,168687,1234985,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001715,DU PONT PONTCHARTRAIN WORKS,Chemicals,LA,100340.372,13747,100641,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001718,GALLO GLASS COMPANY,Minerals,CA,172272.508,23601,172789,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001721,"REAL ALLOY SPECIFICATION, LLC.",Metals,IN,57086.338,7821,57258,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001722,Ford Motor Company - Flat Rock Assembly Plant,Other,MI,47885.12,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001723,REDFIELD ENERGY LLC,Other,SD,68250.244,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001735,HILMAR CHEESE COMPANY,Other,CA,71906.376,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001737,ENDICOTT PRODUCTION FACILITY,Petroleum and Natural Gas Systems,AK,613604.796,24544,177945,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001748,"SOLVAY SPECIALTY POLYMERS USA, LLC",Other,GA,51567.154,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001760,Arkansas Loop & Simpson Treating Plants,Petroleum and Natural Gas Systems,CO,333442.368,13338,96698,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001762,McKinley Paper WI Company,Power Plants,WI,287870.944,11515,83483,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001765,KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION,Power Plants,HI,111260.996,4450,32266,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001766,Cedar Rapids/Linn County Solid Waste Agency Site #1,Waste,IA,53053.25,7268,53212,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001768,"KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION",Power Plants,HI,34140.798,1366,9901,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001770,MOCCASIN MIKE SANITARY LANDFILL,Waste,WI,79332.25,10869,79570,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001772,QUAKER MFG LLC,Other,IA,27402.596,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001775,BUNCOMBE COUNTY NEW LANDFILL,Waste,NC,70463.5,9653,70675,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001780,Auriga Polymers Inc.,Other,SC,86690.824,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001783,WESTERN SUGAR COOPERATIVE,Minerals,MT,122995.764,16850,123365,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001790,Hilight-Reno Junction Gas Plant,Natural Gas and Natural Gas Liquids Suppliers,WY,58391.198,2336,16933,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001803,STARPET INCORPORATED,Other,NC,34533.92,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001806,SEMINOLE GAS PROCESSING PLANT,Petroleum and Natural Gas Systems,TX,499208.472,19968,144770,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001807,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",Pulp and Paper,GA,239187.204,32769,239905,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001809,MARYSVILLE ETHANOL LLC,Other,MI,83938.532,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001810,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,Power Plants,AK,269151.47,10766,78054,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001811,BROWN UNIVERSITY MAIN CAMPUS,Other,RI,24994.456,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001816,Naval Base Kitsap Bremerton,Other,WA,41809.038,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001817,TINKER AIR FORCE BASE,Other,OK,63882.58,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001827,TYSON FRESH MEATS INC,Other,KS,54437.894,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001828,TOYOTA MOTOR MFG IN INC,Other,IN,57064.536,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001835,HEIDELBERG MATERIALS US CEMENT LLC/ NAZARETH,Minerals,PA,646387.056,88555,648326,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001840,Evraz Oregon Steel,Metals,OR,92843,12719,93122,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001841,"Honda Development & Manufacturing of America, LLC",Other,OH,106936.484,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001842,HONDA DEVELOPMENT AND MANUFACTURING OF AMERICA *,Other,OH,36549.13,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001845,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,Waste,WI,22229.344,3045,22296,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001851,Smithfield Fresh Meats Corp - Tar Heel,Other,NC,67983.652,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001852,"SNG Station 5110 Toca, LA",Petroleum and Natural Gas Systems,LA,22922.584,917,6648,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001859,"American Sugar Refining, Inc. - Baltimore Refinery",Other,MD,108611.74,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001861,"American Sugar Refining, Inc. - Yonkers Refinery",Other,NY,75865.106,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001863,"WAUPACA FOUNDRY, INC-PLANTS 2 & 3",Metals,WI,167495.51,22947,167998,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001865,SOUTHWEST IOWA RENEWABLE ENERGY,Other,IA,145412.952,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001868,TRUSTEES OF PRINCETON UNIVERSITY,Other,NJ,66282.142,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001877,ALCOA INC - WARRICK OPERATIONS,Metals,IN,4867518.536,666850,4882121,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001882,SAVANNAH SUGAR REFINERY,Other,GA,138896.67,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001884,PINELLAS COUNTY RESOURCE RECOVERY,Waste,FL,737404.51,101024,739617,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001885,"Hydro Extrusion USA, LLC",Metals,PA,71009.532,9728,71223,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001886,Loma Linda University,Other,CA,49210.464,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001890,U.S. ARMY ANNISTON ARMY DEPOT,Other,AL,18239.168,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001892,Billerud Quinnesec LLC,Pulp and Paper,MI,117240.844,16062,117593,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001899,U.S. DOE ARGONNE NATIONAL LABORATORY,Other,IL,59066.776,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001901,"USG Interiors, Inc.",Minerals,MN,65289.204,8945,65485,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001908,APACHE NITROGEN PRODUCTS - PLANT,Chemicals,AZ,415928.616,56982,417176,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001911,ELLWOOD TEXAS FORGE NAVASOTA,Other,TX,39754,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001912,"TYSON FRESH MEATS, INC. - WATERLOO",Other,IA,48703.716,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001913,Georgia Pacific Muskogee LLC,Pulp and Paper,OK,571973.792,78360,573690,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001918,BAYER CROPSCIENCE,Chemicals,MO,45377.578,6217,45514,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001920,Phillips 66 Ponca City Refinery,Chemicals,OK,1899802.276,260273,1905502,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001921,MEDICAL CENTER COMPANY,Power Plants,OH,72723.076,2909,21090,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001929,UNIVERSITY OF VIRGINIA,Other,VA,75337.936,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001934,BASF FREEPORT SITE,Chemicals,TX,646435.412,88562,648375,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001936,SHELL CHEMICAL CO - GEISMAR PLANT,Chemicals,LA,1069814.486,146565,1073024,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001943,BLACKBURN SANITARY LANDFILL,Waste,NC,96948.5,13282,97239,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001945,ARCHER DANIELS MIDLAND,Other,MN,165658.676,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001948,Steelhead Platform,Petroleum and Natural Gas Systems,AK,90005.892,3600,26102,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001952,WEST KENTUCKY LANDFILL,Waste,KY,113432.4,15540,113773,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001958,HUNTINGTON INGALLS INCORPORATED,Metals,VA,49706.726,6810,49856,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001960,Grand Island Regional Landfill,Waste,NE,90514.55,12400,90786,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1001961,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,Minerals,OK,71751.768,9830,71967,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,Chemicals,LA,771321.482,105671,773635,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001964,Phillips 66 Los Angeles Refinery - Carson Plant,Chemicals,CA,948505.494,129945,951351,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001967,Valero Renewable Fuels LLC Charles City,Other,IA,201940.04,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001970,LAKE CITY ARMY AMMUNITION PLANT,Other,MO,40702.996,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001975,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,Minerals,CO,101575.792,13916,101881,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001978,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,Minerals,PA,76400.856,10467,76630,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001980,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,Minerals,PA,21921.08,3003,21987,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001981,"EPNG Station 6312 Cornudas, TX",Petroleum and Natural Gas Systems,TX,155359.618,6214,45054,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001985,JR SIMPLOT COMPANY - FOOD GROUP,Other,ID,71412.092,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1001987,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,Minerals,NY,73109.052,10016,73328,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001988,"EPNG Station 6335 Hueco, TX",Petroleum and Natural Gas Systems,TX,61724.884,2469,17900,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1001999,"USG INTERIORS, LLC - GREENVILLE PLANT",Minerals,MS,35042.568,4801,35148,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
